YEAR,MONTH,SERVICE_DATE,SORT_ALL,BRANCH,STATION,station_id,RIDES
2020,3,3/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,6149
2020,3,3/15/2020,185,Orange Line,Midway Airport,930,1523
2020,3,3/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,6138
2020,3,3/16/2020,185,Orange Line,Midway Airport,930,3640
2020,3,3/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,5282
2020,3,3/17/2020,185,Orange Line,Midway Airport,930,2811
2020,3,3/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,4983
2020,3,3/18/2020,185,Orange Line,Midway Airport,930,2231
2020,3,3/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,4924
2020,3,3/19/2020,185,Orange Line,Midway Airport,930,1959
2020,3,3/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,4312
2020,3,3/20/2020,185,Orange Line,Midway Airport,930,1802
2020,3,3/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3499
2020,3,3/21/2020,185,Orange Line,Midway Airport,930,743
2020,3,3/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3139
2020,3,3/22/2020,185,Orange Line,Midway Airport,930,450
2020,3,3/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3253
2020,3,3/23/2020,185,Orange Line,Midway Airport,930,1238
2020,3,3/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3233
2020,3,3/24/2020,185,Orange Line,Midway Airport,930,1238
2020,3,3/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2987
2020,3,3/25/2020,185,Orange Line,Midway Airport,930,1253
2020,3,3/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2917
2020,3,3/26/2020,185,Orange Line,Midway Airport,930,1218
2020,3,3/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2744
2020,3,3/27/2020,185,Orange Line,Midway Airport,930,1197
2020,3,3/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2307
2020,3,3/28/2020,185,Orange Line,Midway Airport,930,673
2020,3,3/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2282
2020,3,3/29/2020,185,Orange Line,Midway Airport,930,551
2020,3,3/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2530
2020,3,3/30/2020,185,Orange Line,Midway Airport,930,1163
2020,3,3/31/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2343
2020,3,3/31/2020,185,Orange Line,Midway Airport,930,1179
2020,4,4/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2270
2020,4,4/1/2020,185,Orange Line,Midway Airport,930,1151
2020,4,4/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2233
2020,4,4/2/2020,185,Orange Line,Midway Airport,930,1182
2020,4,4/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2131
2020,4,4/3/2020,185,Orange Line,Midway Airport,930,1100
2020,4,4/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1902
2020,4,4/4/2020,185,Orange Line,Midway Airport,930,652
2020,4,4/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1892
2020,4,4/5/2020,185,Orange Line,Midway Airport,930,484
2020,4,4/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2075
2020,4,4/6/2020,185,Orange Line,Midway Airport,930,1040
2020,4,4/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2050
2020,4,4/7/2020,185,Orange Line,Midway Airport,930,1109
2020,4,4/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1956
2020,4,4/8/2020,185,Orange Line,Midway Airport,930,1037
2020,4,4/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1998
2020,4,4/9/2020,185,Orange Line,Midway Airport,930,1054
2020,4,4/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1975
2020,4,4/10/2020,185,Orange Line,Midway Airport,930,939
2020,4,4/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1692
2020,4,4/11/2020,185,Orange Line,Midway Airport,930,544
2020,4,4/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1654
2020,4,4/12/2020,185,Orange Line,Midway Airport,930,413
2020,4,4/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1832
2020,4,4/13/2020,185,Orange Line,Midway Airport,930,916
2020,4,4/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1804
2020,4,4/14/2020,185,Orange Line,Midway Airport,930,972
2020,4,4/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1795
2020,4,4/15/2020,185,Orange Line,Midway Airport,930,966
2020,4,4/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1736
2020,4,4/16/2020,185,Orange Line,Midway Airport,930,965
2020,4,4/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1800
2020,4,4/17/2020,185,Orange Line,Midway Airport,930,879
2020,4,4/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1552
2020,4,4/18/2020,185,Orange Line,Midway Airport,930,536
2020,4,4/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1555
2020,4,4/19/2020,185,Orange Line,Midway Airport,930,412
2020,4,4/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1704
2020,4,4/20/2020,185,Orange Line,Midway Airport,930,925
2020,4,4/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1647
2020,4,4/21/2020,185,Orange Line,Midway Airport,930,922
2020,4,4/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1690
2020,4,4/22/2020,185,Orange Line,Midway Airport,930,956
2020,4,4/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1697
2020,4,4/23/2020,185,Orange Line,Midway Airport,930,948
2020,4,4/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1723
2020,4,4/24/2020,185,Orange Line,Midway Airport,930,896
2020,4,4/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1516
2020,4,4/25/2020,185,Orange Line,Midway Airport,930,514
2020,4,4/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1486
2020,4,4/26/2020,185,Orange Line,Midway Airport,930,413
2020,4,4/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1710
2020,4,4/27/2020,185,Orange Line,Midway Airport,930,890
2020,4,4/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1654
2020,4,4/28/2020,185,Orange Line,Midway Airport,930,947
2020,4,4/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1705
2020,4,4/29/2020,185,Orange Line,Midway Airport,930,897
2020,4,4/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1764
2020,4,4/30/2020,185,Orange Line,Midway Airport,930,912
2020,5,5/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1736
2020,5,5/1/2020,185,Orange Line,Midway Airport,930,1034
2020,5,5/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1377
2020,5,5/2/2020,185,Orange Line,Midway Airport,930,610
2020,5,5/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1481
2020,5,5/3/2020,185,Orange Line,Midway Airport,930,464
2020,5,5/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1658
2020,5,5/4/2020,185,Orange Line,Midway Airport,930,942
2020,5,5/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1494
2020,5,5/5/2020,185,Orange Line,Midway Airport,930,895
2020,5,5/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1545
2020,5,5/6/2020,185,Orange Line,Midway Airport,930,974
2020,5,5/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1685
2020,5,5/7/2020,185,Orange Line,Midway Airport,930,1019
2020,5,5/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1717
2020,5,5/8/2020,185,Orange Line,Midway Airport,930,986
2020,5,5/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1354
2020,5,5/9/2020,185,Orange Line,Midway Airport,930,593
2020,5,5/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1506
2020,5,5/10/2020,185,Orange Line,Midway Airport,930,385
2020,5,5/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1762
2020,5,5/11/2020,185,Orange Line,Midway Airport,930,942
2020,5,5/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1547
2020,5,5/12/2020,185,Orange Line,Midway Airport,930,1045
2020,5,5/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1698
2020,5,5/13/2020,185,Orange Line,Midway Airport,930,984
2020,5,5/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1697
2020,5,5/14/2020,185,Orange Line,Midway Airport,930,953
2020,5,5/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1530
2020,5,5/15/2020,185,Orange Line,Midway Airport,930,1019
2020,5,5/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1385
2020,5,5/16/2020,185,Orange Line,Midway Airport,930,642
2020,5,5/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1567
2020,5,5/17/2020,185,Orange Line,Midway Airport,930,445
2020,5,5/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1646
2020,5,5/18/2020,185,Orange Line,Midway Airport,930,1006
2020,5,5/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1557
2020,5,5/19/2020,185,Orange Line,Midway Airport,930,1046
2020,5,5/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1687
2020,5,5/20/2020,185,Orange Line,Midway Airport,930,1034
2020,5,5/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1801
2020,5,5/21/2020,185,Orange Line,Midway Airport,930,1082
2020,5,5/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1856
2020,5,5/22/2020,185,Orange Line,Midway Airport,930,1060
2020,5,5/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1453
2020,5,5/23/2020,185,Orange Line,Midway Airport,930,629
2020,5,5/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1625
2020,5,5/24/2020,185,Orange Line,Midway Airport,930,502
2020,5,5/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1939
2020,5,5/25/2020,185,Orange Line,Midway Airport,930,627
2020,5,5/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1668
2020,5,5/26/2020,185,Orange Line,Midway Airport,930,1143
2020,5,5/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1799
2020,5,5/27/2020,185,Orange Line,Midway Airport,930,1122
2020,5,5/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1903
2020,5,5/28/2020,185,Orange Line,Midway Airport,930,1148
2020,5,5/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1871
2020,5,5/29/2020,185,Orange Line,Midway Airport,930,1180
2020,5,5/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1355
2020,5,5/30/2020,185,Orange Line,Midway Airport,930,766
2020,5,5/31/2020,55,Blue Line - O'Hare,O'Hare Airport,890,857
2020,5,5/31/2020,185,Orange Line,Midway Airport,930,293
2020,6,6/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,907
2020,6,6/1/2020,185,Orange Line,Midway Airport,930,385
2020,6,6/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1026
2020,6,6/2/2020,185,Orange Line,Midway Airport,930,476
2020,6,6/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1434
2020,6,6/3/2020,185,Orange Line,Midway Airport,930,722
2020,6,6/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1664
2020,6,6/4/2020,185,Orange Line,Midway Airport,930,997
2020,6,6/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1816
2020,6,6/5/2020,185,Orange Line,Midway Airport,930,1116
2020,6,6/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1351
2020,6,6/6/2020,185,Orange Line,Midway Airport,930,592
2020,6,6/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1667
2020,6,6/7/2020,185,Orange Line,Midway Airport,930,602
2020,6,6/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1915
2020,6,6/8/2020,185,Orange Line,Midway Airport,930,1302
2020,6,6/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1802
2020,6,6/9/2020,185,Orange Line,Midway Airport,930,1315
2020,6,6/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1660
2020,6,6/10/2020,185,Orange Line,Midway Airport,930,1325
2020,6,6/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2042
2020,6,6/11/2020,185,Orange Line,Midway Airport,930,1471
2020,6,6/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2120
2020,6,6/12/2020,185,Orange Line,Midway Airport,930,1523
2020,6,6/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1654
2020,6,6/13/2020,185,Orange Line,Midway Airport,930,907
2020,6,6/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1935
2020,6,6/14/2020,185,Orange Line,Midway Airport,930,784
2020,6,6/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2259
2020,6,6/15/2020,185,Orange Line,Midway Airport,930,1550
2020,6,6/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2053
2020,6,6/16/2020,185,Orange Line,Midway Airport,930,1543
2020,6,6/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1797
2020,6,6/17/2020,185,Orange Line,Midway Airport,930,1606
2020,6,6/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2216
2020,6,6/18/2020,185,Orange Line,Midway Airport,930,1581
2020,6,6/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2258
2020,6,6/19/2020,185,Orange Line,Midway Airport,930,1610
2020,6,6/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1685
2020,6,6/20/2020,185,Orange Line,Midway Airport,930,1024
2020,6,6/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2075
2020,6,6/21/2020,185,Orange Line,Midway Airport,930,835
2020,6,6/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2392
2020,6,6/22/2020,185,Orange Line,Midway Airport,930,1593
2020,6,6/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2304
2020,6,6/23/2020,185,Orange Line,Midway Airport,930,1762
2020,6,6/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2108
2020,6,6/24/2020,185,Orange Line,Midway Airport,930,1781
2020,6,6/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2472
2020,6,6/25/2020,185,Orange Line,Midway Airport,930,1927
2020,6,6/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2381
2020,6,6/26/2020,185,Orange Line,Midway Airport,930,1860
2020,6,6/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,1856
2020,6,6/27/2020,185,Orange Line,Midway Airport,930,1200
2020,6,6/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2220
2020,6,6/28/2020,185,Orange Line,Midway Airport,930,1000
2020,6,6/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2556
2020,6,6/29/2020,185,Orange Line,Midway Airport,930,1812
2020,6,6/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2419
2020,6,6/30/2020,185,Orange Line,Midway Airport,930,1846
2020,7,7/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2288
2020,7,7/1/2020,185,Orange Line,Midway Airport,930,2012
2020,7,7/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2658
2020,7,7/2/2020,185,Orange Line,Midway Airport,930,2086
2020,7,7/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2605
2020,7,7/3/2020,185,Orange Line,Midway Airport,930,1500
2020,7,7/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2046
2020,7,7/4/2020,185,Orange Line,Midway Airport,930,930
2020,7,7/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2803
2020,7,7/5/2020,185,Orange Line,Midway Airport,930,1238
2020,7,7/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2941
2020,7,7/6/2020,185,Orange Line,Midway Airport,930,1976
2020,7,7/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2700
2020,7,7/7/2020,185,Orange Line,Midway Airport,930,1951
2020,7,7/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2738
2020,7,7/8/2020,185,Orange Line,Midway Airport,930,1964
2020,7,7/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2784
2020,7,7/9/2020,185,Orange Line,Midway Airport,930,2041
2020,7,7/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2928
2020,7,7/10/2020,185,Orange Line,Midway Airport,930,2024
2020,7,7/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2291
2020,7,7/11/2020,185,Orange Line,Midway Airport,930,1238
2020,7,7/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2573
2020,7,7/12/2020,185,Orange Line,Midway Airport,930,1047
2020,7,7/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2891
2020,7,7/13/2020,185,Orange Line,Midway Airport,930,2008
2020,7,7/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2584
2020,7,7/14/2020,185,Orange Line,Midway Airport,930,2055
2020,7,7/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2495
2020,7,7/15/2020,185,Orange Line,Midway Airport,930,2005
2020,7,7/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2786
2020,7,7/16/2020,185,Orange Line,Midway Airport,930,2032
2020,7,7/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2902
2020,7,7/17/2020,185,Orange Line,Midway Airport,930,2111
2020,7,7/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2304
2020,7,7/18/2020,185,Orange Line,Midway Airport,930,1149
2020,7,7/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2734
2020,7,7/19/2020,185,Orange Line,Midway Airport,930,914
2020,7,7/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2884
2020,7,7/20/2020,185,Orange Line,Midway Airport,930,1996
2020,7,7/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2644
2020,7,7/21/2020,185,Orange Line,Midway Airport,930,1906
2020,7,7/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2603
2020,7,7/22/2020,185,Orange Line,Midway Airport,930,1976
2020,7,7/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2843
2020,7,7/23/2020,185,Orange Line,Midway Airport,930,2088
2020,7,7/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2945
2020,7,7/24/2020,185,Orange Line,Midway Airport,930,2109
2020,7,7/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2366
2020,7,7/25/2020,185,Orange Line,Midway Airport,930,1282
2020,7,7/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2552
2020,7,7/26/2020,185,Orange Line,Midway Airport,930,965
2020,7,7/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2858
2020,7,7/27/2020,185,Orange Line,Midway Airport,930,1883
2020,7,7/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2688
2020,7,7/28/2020,185,Orange Line,Midway Airport,930,2049
2020,7,7/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2669
2020,7,7/29/2020,185,Orange Line,Midway Airport,930,1960
2020,7,7/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2813
2020,7,7/30/2020,185,Orange Line,Midway Airport,930,2042
2020,7,7/31/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3060
2020,7,7/31/2020,185,Orange Line,Midway Airport,930,2226
2020,8,8/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2478
2020,8,8/1/2020,185,Orange Line,Midway Airport,930,1266
2020,8,8/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2915
2020,8,8/2/2020,185,Orange Line,Midway Airport,930,1061
2020,8,8/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2933
2020,8,8/3/2020,185,Orange Line,Midway Airport,930,2101
2020,8,8/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2656
2020,8,8/4/2020,185,Orange Line,Midway Airport,930,2008
2020,8,8/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2678
2020,8,8/5/2020,185,Orange Line,Midway Airport,930,2073
2020,8,8/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2839
2020,8,8/6/2020,185,Orange Line,Midway Airport,930,2149
2020,8,8/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3020
2020,8,8/7/2020,185,Orange Line,Midway Airport,930,2240
2020,8,8/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2424
2020,8,8/8/2020,185,Orange Line,Midway Airport,930,1391
2020,8,8/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2785
2020,8,8/9/2020,185,Orange Line,Midway Airport,930,1077
2020,8,8/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2566
2020,8,8/10/2020,185,Orange Line,Midway Airport,930,1222
2020,8,8/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2581
2020,8,8/11/2020,185,Orange Line,Midway Airport,930,1824
2020,8,8/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2555
2020,8,8/12/2020,185,Orange Line,Midway Airport,930,1931
2020,8,8/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2795
2020,8,8/13/2020,185,Orange Line,Midway Airport,930,1994
2020,8,8/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3021
2020,8,8/14/2020,185,Orange Line,Midway Airport,930,2028
2020,8,8/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2395
2020,8,8/15/2020,185,Orange Line,Midway Airport,930,1091
2020,8,8/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2887
2020,8,8/16/2020,185,Orange Line,Midway Airport,930,995
2020,8,8/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2910
2020,8,8/17/2020,185,Orange Line,Midway Airport,930,1989
2020,8,8/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2700
2020,8,8/18/2020,185,Orange Line,Midway Airport,930,1967
2020,8,8/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2654
2020,8,8/19/2020,185,Orange Line,Midway Airport,930,2011
2020,8,8/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2793
2020,8,8/20/2020,185,Orange Line,Midway Airport,930,2109
2020,8,8/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3078
2020,8,8/21/2020,185,Orange Line,Midway Airport,930,2148
2020,8,8/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2524
2020,8,8/22/2020,185,Orange Line,Midway Airport,930,1210
2020,8,8/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2929
2020,8,8/23/2020,185,Orange Line,Midway Airport,930,1034
2020,8,8/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2970
2020,8,8/24/2020,185,Orange Line,Midway Airport,930,1963
2020,8,8/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2674
2020,8,8/25/2020,185,Orange Line,Midway Airport,930,2004
2020,8,8/26/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2580
2020,8,8/26/2020,185,Orange Line,Midway Airport,930,1934
2020,8,8/27/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2892
2020,8,8/27/2020,185,Orange Line,Midway Airport,930,2160
2020,8,8/28/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3024
2020,8,8/28/2020,185,Orange Line,Midway Airport,930,2117
2020,8,8/29/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2576
2020,8,8/29/2020,185,Orange Line,Midway Airport,930,1270
2020,8,8/30/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2963
2020,8,8/30/2020,185,Orange Line,Midway Airport,930,1071
2020,8,8/31/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3098
2020,8,8/31/2020,185,Orange Line,Midway Airport,930,2077
2020,9,9/1/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2580
2020,9,9/1/2020,185,Orange Line,Midway Airport,930,1972
2020,9,9/2/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2652
2020,9,9/2/2020,185,Orange Line,Midway Airport,930,2162
2020,9,9/3/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3050
2020,9,9/3/2020,185,Orange Line,Midway Airport,930,2378
2020,9,9/4/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3718
2020,9,9/4/2020,185,Orange Line,Midway Airport,930,2299
2020,9,9/5/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2791
2020,9,9/5/2020,185,Orange Line,Midway Airport,930,1389
2020,9,9/6/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2666
2020,9,9/6/2020,185,Orange Line,Midway Airport,930,998
2020,9,9/7/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3714
2020,9,9/7/2020,185,Orange Line,Midway Airport,930,1225
2020,9,9/8/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3003
2020,9,9/8/2020,185,Orange Line,Midway Airport,930,1905
2020,9,9/9/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2720
2020,9,9/9/2020,185,Orange Line,Midway Airport,930,2093
2020,9,9/10/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2885
2020,9,9/10/2020,185,Orange Line,Midway Airport,930,2154
2020,9,9/11/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3037
2020,9,9/11/2020,185,Orange Line,Midway Airport,930,2146
2020,9,9/12/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2547
2020,9,9/12/2020,185,Orange Line,Midway Airport,930,1160
2020,9,9/13/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3003
2020,9,9/13/2020,185,Orange Line,Midway Airport,930,1037
2020,9,9/14/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2983
2020,9,9/14/2020,185,Orange Line,Midway Airport,930,2105
2020,9,9/15/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2530
2020,9,9/15/2020,185,Orange Line,Midway Airport,930,2079
2020,9,9/16/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2650
2020,9,9/16/2020,185,Orange Line,Midway Airport,930,2197
2020,9,9/17/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2961
2020,9,9/17/2020,185,Orange Line,Midway Airport,930,2205
2020,9,9/18/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3194
2020,9,9/18/2020,185,Orange Line,Midway Airport,930,2342
2020,9,9/19/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2417
2020,9,9/19/2020,185,Orange Line,Midway Airport,930,1383
2020,9,9/20/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2749
2020,9,9/20/2020,185,Orange Line,Midway Airport,930,1075
2020,9,9/21/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3028
2020,9,9/21/2020,185,Orange Line,Midway Airport,930,2093
2020,9,9/22/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2548
2020,9,9/22/2020,185,Orange Line,Midway Airport,930,2130
2020,9,9/23/2020,55,Blue Line - O'Hare,O'Hare Airport,890,2596
2020,9,9/23/2020,185,Orange Line,Midway Airport,930,2175
2020,9,9/24/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3040
2020,9,9/24/2020,185,Orange Line,Midway Airport,930,2244
2020,9,9/25/2020,55,Blue Line - O'Hare,O'Hare Airport,890,3498
