YEAR,MONTH,SERVICE_DATE,SORT_ALL,BRANCH,STATION,RIDES
2019,9,2019-09-09,16.0,Red Line - North Side,Addison-North Main,6226
2019,9,2019-09-10,16.0,Red Line - North Side,Addison-North Main,6551
2019,9,2019-09-11,16.0,Red Line - North Side,Addison-North Main,6764
2019,9,2019-09-12,16.0,Red Line - North Side,Addison-North Main,7202
2019,9,2019-09-13,16.0,Red Line - North Side,Addison-North Main,15293
2019,9,2019-09-14,16.0,Red Line - North Side,Addison-North Main,13269
2019,9,2019-09-15,16.0,Red Line - North Side,Addison-North Main,10729
2019,9,2019-09-16,16.0,Red Line - North Side,Addison-North Main,12450
2019,9,2019-09-17,16.0,Red Line - North Side,Addison-North Main,12695
2019,9,2019-09-18,16.0,Red Line - North Side,Addison-North Main,13842
2019,9,2019-09-19,16.0,Red Line - North Side,Addison-North Main,14153
2019,9,2019-09-20,16.0,Red Line - North Side,Addison-North Main,16514
2019,9,2019-09-21,16.0,Red Line - North Side,Addison-North Main,13396
2019,9,2019-09-22,16.0,Red Line - North Side,Addison-North Main,9724
2019,9,2019-09-23,16.0,Red Line - North Side,Addison-North Main,6885
2019,9,2019-09-24,16.0,Red Line - North Side,Addison-North Main,6902
2019,9,2019-09-25,16.0,Red Line - North Side,Addison-North Main,6795
2019,9,2019-09-26,16.0,Red Line - North Side,Addison-North Main,7032
2019,9,2019-09-27,16.0,Red Line - North Side,Addison-North Main,6397
2019,9,2019-09-28,16.0,Red Line - North Side,Addison-North Main,4829
2019,9,2019-09-29,16.0,Red Line - North Side,Addison-North Main,3941
2019,9,2019-09-30,16.0,Red Line - North Side,Addison-North Main,6375
2019,10,2019-10-01,16.0,Red Line - North Side,Addison-North Main,6649
2019,10,2019-10-02,16.0,Red Line - North Side,Addison-North Main,6666
2019,10,2019-10-03,16.0,Red Line - North Side,Addison-North Main,6922
2019,10,2019-10-04,16.0,Red Line - North Side,Addison-North Main,7061
2019,10,2019-10-05,16.0,Red Line - North Side,Addison-North Main,4465
2019,10,2019-10-06,16.0,Red Line - North Side,Addison-North Main,3671
2019,10,2019-10-07,16.0,Red Line - North Side,Addison-North Main,6391
2019,10,2019-10-08,16.0,Red Line - North Side,Addison-North Main,6579
2019,10,2019-10-09,16.0,Red Line - North Side,Addison-North Main,6646
2019,10,2019-10-10,16.0,Red Line - North Side,Addison-North Main,7140
2019,10,2019-10-11,16.0,Red Line - North Side,Addison-North Main,6786
2019,10,2019-10-12,16.0,Red Line - North Side,Addison-North Main,5589
2019,10,2019-10-13,16.0,Red Line - North Side,Addison-North Main,7757
2019,10,2019-10-14,16.0,Red Line - North Side,Addison-North Main,6165
2019,10,2019-10-15,16.0,Red Line - North Side,Addison-North Main,6812
2019,10,2019-10-16,16.0,Red Line - North Side,Addison-North Main,6885
2019,10,2019-10-17,16.0,Red Line - North Side,Addison-North Main,6947
2019,10,2019-10-18,16.0,Red Line - North Side,Addison-North Main,7572
2019,10,2019-10-19,16.0,Red Line - North Side,Addison-North Main,5780
2019,10,2019-10-20,16.0,Red Line - North Side,Addison-North Main,4128
2019,10,2019-10-21,16.0,Red Line - North Side,Addison-North Main,6300
2019,10,2019-10-22,16.0,Red Line - North Side,Addison-North Main,6406
2019,10,2019-10-23,16.0,Red Line - North Side,Addison-North Main,6709
2019,10,2019-10-24,16.0,Red Line - North Side,Addison-North Main,6827
2019,10,2019-10-25,16.0,Red Line - North Side,Addison-North Main,6498
2019,10,2019-10-26,16.0,Red Line - North Side,Addison-North Main,4176
2019,10,2019-10-27,16.0,Red Line - North Side,Addison-North Main,4080
2019,10,2019-10-28,16.0,Red Line - North Side,Addison-North Main,6272
2019,10,2019-10-29,16.0,Red Line - North Side,Addison-North Main,6472
2019,10,2019-10-30,16.0,Red Line - North Side,Addison-North Main,6190
2019,10,2019-10-31,16.0,Red Line - North Side,Addison-North Main,6415
2019,11,2019-11-01,16.0,Red Line - North Side,Addison-North Main,6523
2019,11,2019-11-02,16.0,Red Line - North Side,Addison-North Main,4522
2019,11,2019-11-03,16.0,Red Line - North Side,Addison-North Main,3834
2019,11,2019-11-04,16.0,Red Line - North Side,Addison-North Main,6353
2019,11,2019-11-05,16.0,Red Line - North Side,Addison-North Main,6535
2019,11,2019-11-06,16.0,Red Line - North Side,Addison-North Main,6534
2019,11,2019-11-07,16.0,Red Line - North Side,Addison-North Main,6620
2019,11,2019-11-08,16.0,Red Line - North Side,Addison-North Main,6343
2019,11,2019-11-09,16.0,Red Line - North Side,Addison-North Main,4929
2019,11,2019-11-10,16.0,Red Line - North Side,Addison-North Main,3621
2019,11,2019-11-11,16.0,Red Line - North Side,Addison-North Main,5453
2019,11,2019-11-12,16.0,Red Line - North Side,Addison-North Main,6141
2019,11,2019-11-13,16.0,Red Line - North Side,Addison-North Main,6281
2019,11,2019-11-14,16.0,Red Line - North Side,Addison-North Main,6406
2019,11,2019-11-15,16.0,Red Line - North Side,Addison-North Main,6500
2019,11,2019-11-16,16.0,Red Line - North Side,Addison-North Main,5484
2019,11,2019-11-17,16.0,Red Line - North Side,Addison-North Main,3222
2019,11,2019-11-18,16.0,Red Line - North Side,Addison-North Main,6242
2019,11,2019-11-19,16.0,Red Line - North Side,Addison-North Main,6489
2019,11,2019-11-20,16.0,Red Line - North Side,Addison-North Main,6346
2019,11,2019-11-21,16.0,Red Line - North Side,Addison-North Main,6460
2019,11,2019-11-22,16.0,Red Line - North Side,Addison-North Main,6834
2019,11,2019-11-23,16.0,Red Line - North Side,Addison-North Main,5774
2019,11,2019-11-24,16.0,Red Line - North Side,Addison-North Main,3731
2019,11,2019-11-25,16.0,Red Line - North Side,Addison-North Main,5978
2019,11,2019-11-26,16.0,Red Line - North Side,Addison-North Main,5666
2019,11,2019-11-27,16.0,Red Line - North Side,Addison-North Main,4467
2019,11,2019-11-28,16.0,Red Line - North Side,Addison-North Main,1746
2019,11,2019-11-29,16.0,Red Line - North Side,Addison-North Main,3359
2019,11,2019-11-30,16.0,Red Line - North Side,Addison-North Main,2794
2019,12,2019-12-01,16.0,Red Line - North Side,Addison-North Main,2423
2019,12,2019-12-02,16.0,Red Line - North Side,Addison-North Main,5704
2019,12,2019-12-03,16.0,Red Line - North Side,Addison-North Main,6051
2019,12,2019-12-04,16.0,Red Line - North Side,Addison-North Main,6222
2019,12,2019-12-05,16.0,Red Line - North Side,Addison-North Main,6399
2019,12,2019-12-06,16.0,Red Line - North Side,Addison-North Main,6921
2019,12,2019-12-07,16.0,Red Line - North Side,Addison-North Main,5489
2019,12,2019-12-08,16.0,Red Line - North Side,Addison-North Main,3673
2019,12,2019-12-09,16.0,Red Line - North Side,Addison-North Main,5793
2019,12,2019-12-10,16.0,Red Line - North Side,Addison-North Main,5828
2019,12,2019-12-11,16.0,Red Line - North Side,Addison-North Main,6012
2019,12,2019-12-12,16.0,Red Line - North Side,Addison-North Main,6253
2019,12,2019-12-13,16.0,Red Line - North Side,Addison-North Main,6714
2019,12,2019-12-14,16.0,Red Line - North Side,Addison-North Main,5346
2019,12,2019-12-15,16.0,Red Line - North Side,Addison-North Main,3187
2019,12,2019-12-16,16.0,Red Line - North Side,Addison-North Main,5666
2019,12,2019-12-17,16.0,Red Line - North Side,Addison-North Main,5952
2019,12,2019-12-18,16.0,Red Line - North Side,Addison-North Main,5575
2019,12,2019-12-19,16.0,Red Line - North Side,Addison-North Main,5924
2019,12,2019-12-20,16.0,Red Line - North Side,Addison-North Main,5707
2019,12,2019-12-21,16.0,Red Line - North Side,Addison-North Main,4801
2019,12,2019-12-22,16.0,Red Line - North Side,Addison-North Main,3670
2019,12,2019-12-23,16.0,Red Line - North Side,Addison-North Main,3966
2019,12,2019-12-24,16.0,Red Line - North Side,Addison-North Main,2218
2019,12,2019-12-25,16.0,Red Line - North Side,Addison-North Main,925
2019,12,2019-12-26,16.0,Red Line - North Side,Addison-North Main,2859
2019,12,2019-12-27,16.0,Red Line - North Side,Addison-North Main,3741
2019,12,2019-12-28,16.0,Red Line - North Side,Addison-North Main,3527
2019,12,2019-12-29,16.0,Red Line - North Side,Addison-North Main,2952
2019,12,2019-12-30,16.0,Red Line - North Side,Addison-North Main,4182
2019,12,2019-12-31,16.0,Red Line - North Side,Addison-North Main,4217
2020,1,2020-01-01,16.0,Red Line - North Side,Addison-North Main,4645
2020,1,2020-01-02,16.0,Red Line - North Side,Addison-North Main,4861
2020,1,2020-01-03,16.0,Red Line - North Side,Addison-North Main,5131
2020,1,2020-01-04,16.0,Red Line - North Side,Addison-North Main,3606
2020,1,2020-01-05,16.0,Red Line - North Side,Addison-North Main,2643
2020,1,2020-01-06,16.0,Red Line - North Side,Addison-North Main,5810
2020,1,2020-01-07,16.0,Red Line - North Side,Addison-North Main,6099
2020,1,2020-01-08,16.0,Red Line - North Side,Addison-North Main,5998
2020,1,2020-01-09,16.0,Red Line - North Side,Addison-North Main,6194
2020,1,2020-01-10,16.0,Red Line - North Side,Addison-North Main,6054
2020,1,2020-01-11,16.0,Red Line - North Side,Addison-North Main,3058
2020,1,2020-01-12,16.0,Red Line - North Side,Addison-North Main,2712
2020,1,2020-01-13,16.0,Red Line - North Side,Addison-North Main,6263
2020,1,2020-01-14,16.0,Red Line - North Side,Addison-North Main,6257
2020,1,2020-01-15,16.0,Red Line - North Side,Addison-North Main,6375
2020,1,2020-01-16,16.0,Red Line - North Side,Addison-North Main,6278
2020,1,2020-01-17,16.0,Red Line - North Side,Addison-North Main,6043
2020,1,2020-01-18,16.0,Red Line - North Side,Addison-North Main,3638
2020,1,2020-01-19,16.0,Red Line - North Side,Addison-North Main,2509
2020,1,2020-01-20,16.0,Red Line - North Side,Addison-North Main,3853
